Tweet_count,Username,Profile URL,Display Name,User Location,Date Created,Followers,Following,No of Media Posted,No of Tweets Posted,Text,Created At,Retweets,Likes,Tweets Language,Tweet view count,Blue Verified,Verified,Quote count,Reply count,Place tweet was created,Hashtags,Sensitive,View Count,Retweet Count,Verified,Can receive DM,No of media posted,Total count of tweet,Media,Full tweet
11,Corperland,https://t.co/mDKaXDaD8i,corperland,,Tue Jun 04 19:08:59 +0000 2024,163,139,124,962,"LIST OF COMPANIES THAT ACCEPT NYSC CORPERS FOR (PPA) - LAGOS

1. UAC Foods - N30,000
2. Nigerian Breweries PIc - N30,000
3. Ikeja Electric Distribution Company (IKEDC)
- N30,000
4. Guinness Nigeria - N36,000
5. Huawei - N39,000
6. Pan-Atlantic University (PAU) - N40,000
7. Nestlé",Mon Jul 21 09:22:59 +0000 2025,14,14,ca,893,True,False,0,0,,[],,893,14,False,False,124,962,[],"LIST OF COMPANIES THAT ACCEPT NYSC CORPERS FOR (PPA) - LAGOS

1. UAC Foods - N30,000
2. Nigerian Breweries PIc - N30,000
3. Ikeja Electric Distribution Company (IKEDC)
- N30,000
4. Guinness Nigeria - N36,000
5. Huawei - N39,000
6. Pan-Atlantic University (PAU) - N40,000
7. Nestlé Nigeria - N40,000
8. NEM Insurance - N45,000
9. ipNX Nigeria - N45,000

10. Bank of Industry - N50,000
11. Federal Mortgage Bank of Nigeria - N50,000
12. ARM Investment Managers - N60,000
13. Certification Edge - N60,000
14. Interswitch - N83,000
15. KPMG - N75,000
16. PricewaterhouseCoopers (PwC) - N120,000
17. Deloitte - N60,000+
18. Ernst & Young (EY) - N60,000+

19. Mikano International - N38,250 - N41,400
20. TotalEnergies - N49,200 - N52,500
21. Bincom Dev Center - N50,000
22. YOA Insurance Brokers - N50,000
23. WorQulture - N80,000
24. Roqqu - N80,000
25. ZKTeco Biometric Ltd - N80,000
26. Schoolable - N80,000
27. TeamAce - N80,000
28. Opik Gold Resources Ltd - N80,000"
12,MS Ingawa,,MSIngawa,"Ingawa, Katsina",Mon Mar 30 20:39:09 +0000 2015,114409,5365,6378,53240,"If you join with SSCE it will be hard to be converted especially when your degree and NYSC will likely come after your appointment. 

Conversion happens when you have study leave approval from the Board or when you mistakenly or deliberately are placed wrongly. 

NYSC corpers https://t.co/9AjZwG0Fts",Wed Jul 23 05:12:41 +0000 2025,42,358,en,39071,True,False,3,38,,[],False,39071,42,False,True,6378,53240,[<Photo id=1947887558362365952>],"If you join with SSCE it will be hard to be converted especially when your degree and NYSC will likely come after your appointment. 

Conversion happens when you have study leave approval from the Board or when you mistakenly or deliberately are placed wrongly. 

NYSC corpers that about to graduate can take chance but students dont need to rush. Yours will come at the right time. 

Dont kill your career before you even start."
13,Deeper Life Corpers Fellowship Gombe,https://t.co/6ULVkGbhGU,dlcfcorpergombe,"Gombe, Nigeria",Sun May 28 16:58:32 +0000 2023,106,23,957,1618,"Excerpts from the #BibleStudywithKumuyi
#DCLM
#DLCF https://t.co/cFwGRDlWwy",Mon Jul 21 19:48:09 +0000 2025,2,4,en,29,False,False,0,0,"<Place id=""01de9ba25276e740"" name=""Gombe"">","['BibleStudywithKumuyi', 'DCLM', 'DLCF']",False,29,2,False,False,957,1618,"[<Photo id=1947383096732475392>, <Photo id=1947383101811736576>, <Photo id=1947383105225891840>, <Photo id=1947383109776769024>]","Excerpts from the #BibleStudywithKumuyi
#DCLM
#DLCF https://t.co/cFwGRDlWwy"
14,Corpers' Diary,https://t.co/t7Uaso09pW,corpersdiary_ng,Nigeria,Sun Feb 19 15:15:51 +0000 2017,1131,94,467,17976,"𝐖𝐞 𝐚𝐫𝐞 𝐰𝐞𝐝𝐝𝐢𝐧𝐠 𝐧𝐞𝐱𝐭 𝐰𝐞𝐞𝐤 𝐛𝐮𝐭 𝐡𝐞𝐫𝐞'𝐬 𝐡𝐨𝐰 𝐰𝐞 𝐦𝐞𝐭 𝐢𝐧 𝐍𝐘𝐒𝐂 

▒▒▒▒▒▒▒▒▒▒▒▒▒▒

#BigBrotherNaija | Christy O | Erica | Imisi | Happy BBN | Ebuka https://t.co/gpxbFHZjcB",Sat Jul 26 19:27:58 +0000 2025,0,6,en,3995,False,False,1,0,,['BigBrotherNaija'],False,3995,0,False,False,467,17976,"[<Photo id=1949189685101645824>, <Photo id=1949189700381483008>, <Photo id=1949189713987870720>, <Photo id=1949189752621592576>]","𝐖𝐞 𝐚𝐫𝐞 𝐰𝐞𝐝𝐝𝐢𝐧𝐠 𝐧𝐞𝐱𝐭 𝐰𝐞𝐞𝐤 𝐛𝐮𝐭 𝐡𝐞𝐫𝐞'𝐬 𝐡𝐨𝐰 𝐰𝐞 𝐦𝐞𝐭 𝐢𝐧 𝐍𝐘𝐒𝐂 

▒▒▒▒▒▒▒▒▒▒▒▒▒▒

#BigBrotherNaija | Christy O | Erica | Imisi | Happy BBN | Ebuka https://t.co/gpxbFHZjcB"
15,Deeper Life Corpers Fellowship Gombe,https://t.co/6ULVkGbhGU,dlcfcorpergombe,"Gombe, Nigeria",Sun May 28 16:58:32 +0000 2023,106,23,957,1618,https://t.co/lLJJ2cZ2cg,Sun Jul 27 17:58:36 +0000 2025,1,4,zxx,35,False,False,0,1,"<Place id=""01de9ba25276e740"" name=""Gombe"">",[],False,35,1,False,False,957,1618,"[<Photo id=1949529860029751296>, <Photo id=1949529865356537856>, <Photo id=1949529866505728000>, <Photo id=1949529869127229441>]",https://t.co/lLJJ2cZ2cg
16,damzzzz 🦅,,cloudbby88,,Wed Jan 01 22:57:48 +0000 2020,25,38,11,340,I thought PPAs are supposed to provide lunch for corpers? nawa oo https://t.co/XVqn52vvbS,Mon Jul 21 20:17:18 +0000 2025,0,2,en,19,False,False,0,0,,[],False,19,0,False,False,11,340,[<AnimatedGif id=1947390438467416064>],I thought PPAs are supposed to provide lunch for corpers? nawa oo https://t.co/XVqn52vvbS
17,Radient Truth,,MosaicMindsNG,,Sun Oct 30 02:31:03 +0000 2016,245,849,11,1014,My Advice to fellow corpers … Use your time wisely  #nigeria #NYSC #nysc2025 #nyscchallenge #arewa #kebbistate #lagos #pellerandjarvis #Sowore #government #governmentjobs #reforms  #nigeriansindiaspora #tinubu #VDM #vdm #senates #houseofreps https://t.co/SoS0AWNA5r,Thu Jul 24 12:04:43 +0000 2025,1,2,en,41,False,False,0,0,,"['nigeria', 'NYSC', 'nysc2025', 'nyscchallenge', 'arewa', 'kebbistate', 'lagos', 'pellerandjarvis', 'Sowore', 'government', 'governmentjobs', 'reforms', 'nigeriansindiaspora', 'tinubu', 'VDM', 'vdm', 'senates', 'houseofreps']",False,41,1,False,True,11,1014,[<Video id=1948353374803423232>],My Advice to fellow corpers … Use your time wisely  #nigeria #NYSC #nysc2025 #nyscchallenge #arewa #kebbistate #lagos #pellerandjarvis #Sowore #government #governmentjobs #reforms  #nigeriansindiaspora #tinubu #VDM #vdm #senates #houseofreps https://t.co/SoS0AWNA5r
18,Engr. Festus Brave,,FestusBrave,"Lagos, Nigeria",Thu Apr 09 15:58:39 +0000 2020,1841,2861,736,7519,"Female corp members to start wearing skirt🤔🤔🤔🤔

Court has given permission for NYSC female corpers to start wearing skirt

Is it a good idea? https://t.co/AI0YawS75D",Sun Jul 27 14:50:36 +0000 2025,1,3,en,165,True,False,0,2,,[],False,165,1,False,False,736,7519,[<Photo id=1949482545734705152>],"Female corp members to start wearing skirt🤔🤔🤔🤔

Court has given permission for NYSC female corpers to start wearing skirt

Is it a good idea? https://t.co/AI0YawS75D"
19,Deeper Life Corpers Fellowship Gombe,https://t.co/6ULVkGbhGU,dlcfcorpergombe,"Gombe, Nigeria",Sun May 28 16:58:32 +0000 2023,106,23,957,1618,https://t.co/McACcbBfAK,Sun Jul 27 17:58:44 +0000 2025,1,5,zxx,33,False,False,0,0,"<Place id=""01de9ba25276e740"" name=""Gombe"">",[],False,33,1,False,False,957,1618,"[<Photo id=1949529886177071104>, <Photo id=1949529897673592832>, <Photo id=1949529893034704896>, <Photo id=1949529899271651328>]",https://t.co/McACcbBfAK
20,wealth rolls,,wealthrolledin,,Sun Nov 15 13:18:49 +0000 2020,213,933,194,2855,"B2 Corpers how far na 
Richest in town #bloodmoney 😂 #crosskopa 
Bill them today 💵 https://t.co/IEVvAhAlEQ",Mon Jul 28 07:41:12 +0000 2025,1,1,en,41,False,False,0,2,"<Place id=""011a942e0a0e8fb2"" name=""Lagos"">","['bloodmoney', 'crosskopa']",False,41,1,False,False,194,2855,[<Photo id=1949736883941965824>],"B2 Corpers how far na 
Richest in town #bloodmoney 😂 #crosskopa 
Bill them today 💵 https://t.co/IEVvAhAlEQ"
21,Sodex001,,sodex_001,"Osun, Nigeria",Tue Apr 05 20:27:52 +0000 2016,2042,5364,1031,7705,"A2 CORPERS enjoying their leave…
😂😂😂
@nysc360 

https://t.co/BOSyQa0qrR",Sun Jul 06 10:38:12 +0000 2025,4,24,en,3219,False,False,0,5,,[],False,3219,4,False,True,1031,7705,[<Video id=1941442726584590336>],"A2 CORPERS enjoying their leave…
😂😂😂
@nysc360 

https://t.co/BOSyQa0qrR"
22,OgheneFejiro,,Beaulenne,"Delta, Nigeria",Thu Jan 13 17:35:18 +0000 2022,2384,837,481,8799,"Love is when every kid wants a picture with you.💞
I'm blessed.☺️
NYSC,I served to the end and served my kids with love. And, it's evident in their every day act of love and kindness. I'll miss my kids 💞
#nysc #corpers #east https://t.co/16vGeAQu9k",Fri Jul 18 09:12:00 +0000 2025,11,99,en,3055,False,False,0,12,"<Place id=""01ee498847c78f41"" name=""Ebonyi"">","['nysc', 'corpers', 'east']",False,3055,11,False,False,481,8799,"[<Photo id=1946135838875635712>, <Photo id=1946135838472929280>, <Photo id=1946135838473003008>, <Photo id=1946135838481346560>]","Love is when every kid wants a picture with you.💞
I'm blessed.☺️
NYSC,I served to the end and served my kids with love. And, it's evident in their every day act of love and kindness. I'll miss my kids 💞
#nysc #corpers #east https://t.co/16vGeAQu9k"
23,NYSC,,NYSCgist,,Mon Oct 24 14:28:05 +0000 2022,2256,1,3528,7183,"Ongoing fumigation exercise in preparation for 2025 Batch B stream I PCMs.

See you soon.

#nysc2025 #nyscnigeria #NYSC Katsina Post Katsina Corpers Interaction Group https://t.co/ACcr9GCbMr",Mon Jul 28 22:08:28 +0000 2025,0,1,en,20,False,False,0,0,,"['nysc2025', 'nyscnigeria', 'NYSC']",False,20,0,False,True,3528,7183,[<Photo id=1949955095442907136>],"Ongoing fumigation exercise in preparation for 2025 Batch B stream I PCMs.

See you soon.

#nysc2025 #nyscnigeria #NYSC Katsina Post Katsina Corpers Interaction Group https://t.co/ACcr9GCbMr"
24,"Deeper Life Corpers' Fellowship, Kwara State",https://t.co/a2PLIxSZnj,DLKwaraCorpers,,Sat Jan 13 10:41:06 +0000 2024,116,43,273,508,"Here is another edition of the Monday Morsel.

Today's Focus: The Company You Keep Matters.
1 Corinthians 15:33 says Bad company corrupts good character.

Who you walk with determines where you end up.
Surround yourself with those who challenge you to grow, not drift. https://t.co/kDqPTFO2kh",Mon Jul 14 12:01:59 +0000 2025,0,3,en,30,False,False,0,1,,[],False,30,0,False,False,273,508,[<Video id=1944728446891896833>],"Here is another edition of the Monday Morsel.

Today's Focus: The Company You Keep Matters.
1 Corinthians 15:33 says Bad company corrupts good character.

Who you walk with determines where you end up.
Surround yourself with those who challenge you to grow, not drift. https://t.co/kDqPTFO2kh"
25,B.Fisayo,,Omo_wunnmii,Nigeria,Thu Oct 19 06:18:43 +0000 2023,533,501,37,4123,NAANM on strike… corpers nurses https://t.co/SaSCKhyih4,Mon Jul 28 12:22:42 +0000 2025,0,1,nl,28,False,False,0,0,,[],False,28,0,False,False,37,4123,[<AnimatedGif id=1949807718329470976>],NAANM on strike… corpers nurses https://t.co/SaSCKhyih4
26,Corpers Drive,https://t.co/5HMFxkqxO2,CorpersDrive,Nigeria,Tue Oct 31 10:59:11 +0000 2023,308,7,51,161,NO NIGHT JOURNEY!,Mon Jul 28 15:34:24 +0000 2025,0,0,en,41,False,False,0,0,,[],,41,0,False,True,51,161,[],NO NIGHT JOURNEY!
27,Ikechukwu,,ikeagoawuike,Nigeria,Tue Apr 26 17:16:18 +0000 2022,508,474,247,5470,"Hi corpers, a reminder! 🚨

Please confirm the date of graduation on your school certificate matches the one on your Call-Up Letter 👇🏾

If it doesn’t, please contact your school’s Students Affairs Department now before reporting to camp on Wednesday. 🔔

#NYSC #BBNaija #Sanchez https://t.co/ZEAIlZUBCn",Mon Jul 28 22:42:50 +0000 2025,0,1,en,756,False,False,0,0,,"['NYSC', 'BBNaija', 'Sanchez']",False,756,0,False,False,247,5470,[<Photo id=1949963767208407040>],"Hi corpers, a reminder! 🚨

Please confirm the date of graduation on your school certificate matches the one on your Call-Up Letter 👇🏾

If it doesn’t, please contact your school’s Students Affairs Department now before reporting to camp on Wednesday. 🔔

#NYSC #BBNaija #Sanchez https://t.co/ZEAIlZUBCn"
28,"Deeper Life Corpers' Fellowship, Kwara State",https://t.co/a2PLIxSZnj,DLKwaraCorpers,,Sat Jan 13 10:41:06 +0000 2024,116,43,273,508,"💡 New week, new reminder!

You don’t need perfect conditions, just faith in a perfect God.
Start where you are, use what you have, and trust who God is. 🙌✨

#MondayMotivation
#DLKwaraCorpersMedia ❤️ https://t.co/mAAvCUBLHW",Mon Jul 14 11:28:49 +0000 2025,0,1,en,13,False,False,0,0,,"['MondayMotivation', 'DLKwaraCorpersMedia']",False,13,0,False,False,273,508,[<Photo id=1944720727879319552>],"💡 New week, new reminder!

You don’t need perfect conditions, just faith in a perfect God.
Start where you are, use what you have, and trust who God is. 🙌✨

#MondayMotivation
#DLKwaraCorpersMedia ❤️ https://t.co/mAAvCUBLHW"
29,Corpers' Diary,https://t.co/t7Uaso09pW,corpersdiary_ng,Nigeria,Sun Feb 19 15:15:51 +0000 2017,1131,94,467,17976,"𝐇𝐨𝐰 𝐰𝐞 𝐦𝐞𝐭 𝐚𝐭 𝐨𝐮𝐫 𝐏𝐏𝐀 - 𝐃𝐚𝐦𝐢 &amp; 𝐅𝐞𝐲𝐢 𝐀𝐛𝐨𝐝𝐮𝐧𝐫𝐢𝐧 💍

▒▒▒▒▒▒▒▒▒▒▒▒▒▒

NYSC | Sunday Igboho | Congratulations Banks | Ernest | The North | Trophies https://t.co/7EwAXZpPec",Mon Jul 14 07:40:28 +0000 2025,1,19,en,11520,False,False,0,0,,[],False,11520,1,False,False,467,17976,"[<Photo id=1944662827450474496>, <Photo id=1944662860375678976>, <Photo id=1944662887747801088>, <Photo id=1944662940717625344>]","𝐇𝐨𝐰 𝐰𝐞 𝐦𝐞𝐭 𝐚𝐭 𝐨𝐮𝐫 𝐏𝐏𝐀 - 𝐃𝐚𝐦𝐢 &amp; 𝐅𝐞𝐲𝐢 𝐀𝐛𝐨𝐝𝐮𝐧𝐫𝐢𝐧 💍

▒▒▒▒▒▒▒▒▒▒▒▒▒▒

NYSC | Sunday Igboho | Congratulations Banks | Ernest | The North | Trophies https://t.co/7EwAXZpPec"
30,Naija,https://t.co/9vgVpPPFpC,Naija_PR,Nigeria,Tue Sep 24 18:00:41 +0000 2013,6873760,186061,190678,399976,Corpers wee😂 https://t.co/ZAHf2xVE7Y,Mon Jan 29 21:05:57 +0000 2024,326,3586,en,92356,True,False,25,129,,[],False,92356,326,False,True,190678,399976,[<Photo id=1752075620719198208>],Corpers wee😂 https://t.co/ZAHf2xVE7Y
31,𝔾𝕠𝕝𝕕_✞㋛,,Gold_Baiby,✞ ɢᴏᴅ ʜᴀɴᴅ ✞,Wed Mar 19 07:01:03 +0000 2025,2338,2337,1164,18582,"500k per night for OS
200k per month for Only Fans 
80k per month for civil servants 
77k per month for Corpers (nysc)
25k per month for sales representative 

I need to think about what to do with my night tonight,, I cnt continue leaving my life like this https://t.co/2KvJgEz0CA",Tue Jul 15 20:02:50 +0000 2025,2,6,en,132,False,False,0,4,,[],False,132,2,False,False,1164,18582,[<AnimatedGif id=1945212470726885376>],"500k per night for OS
200k per month for Only Fans 
80k per month for civil servants 
77k per month for Corpers (nysc)
25k per month for sales representative 

I need to think about what to do with my night tonight,, I cnt continue leaving my life like this https://t.co/2KvJgEz0CA"
32,UNCLE DEJI™️,https://t.co/HpjJmoHcU1,DejiAdesogan,One City At A Time,Sun Sep 19 15:12:15 +0000 2010,125187,667,7640,72927,"Ever Ready Gallant NYSC Female Corpers

FG should consider them for military service https://t.co/kQ5Travykm",Sat Jul 12 12:38:49 +0000 2025,22,72,en,10145,True,False,12,14,,[],False,10145,22,False,True,7640,72927,[<Video id=1944013156960915456>],"Ever Ready Gallant NYSC Female Corpers

FG should consider them for military service https://t.co/kQ5Travykm"
33,Naija,https://t.co/9vgVpPPFpC,Naija_PR,Nigeria,Tue Sep 24 18:00:41 +0000 2013,6873760,186061,190678,399976,"Corpers Weeeee! 

https://t.co/MqGZFzhrAz",Thu Aug 03 09:17:57 +0000 2023,29,194,en,44660,True,False,13,50,,[],False,44660,29,False,True,190678,399976,[<Video id=1686986236269867008>],"Corpers Weeeee! 

https://t.co/MqGZFzhrAz"
34,God’s Goodness to the Nations 🌍🦋,https://t.co/s8jNm64CoO,goodnessandrew_,In Christ For Christ With Joy,Wed Oct 19 22:57:08 +0000 2016,939,472,288,6652,"This rain again 😭😭😭

There should be buses at various points in this city for corpers. 😭 https://t.co/APw96kmTLh",Mon Jul 28 12:45:03 +0000 2025,0,0,en,36,False,False,0,0,,[],False,36,0,False,True,288,6652,[<AnimatedGif id=1949813341116833792>],"This rain again 😭😭😭

There should be buses at various points in this city for corpers. 😭 https://t.co/APw96kmTLh"
35,MENSAN FAN PAGE,,Mensanbbn,Big brother Naija,Thu Oct 19 02:25:20 +0000 2023,9626,9192,2177,61692,"Like this, NYSC corpers earn pass Burna Boy. https://t.co/7o51dSTwT7",Sat Jul 12 14:26:17 +0000 2025,7,118,en,1387,False,False,1,9,,[],False,1387,7,False,True,2177,61692,[<Photo id=1944040619132747776>],"Like this, NYSC corpers earn pass Burna Boy. https://t.co/7o51dSTwT7"
36,Naija,https://t.co/9vgVpPPFpC,Naija_PR,Nigeria,Tue Sep 24 18:00:41 +0000 2013,6873760,186061,190678,399976,Code of Conducts for Corpers https://t.co/TcXevZCiLs,Sat May 28 14:35:14 +0000 2022,17,127,en,,True,False,2,54,,[],False,,17,False,True,190678,399976,[<Photo id=1530558309098471426>],Code of Conducts for Corpers https://t.co/TcXevZCiLs
37,Onion Cider,https://t.co/YaYCyFUDO3,abbietayo,Somewhere sha,Thu Jun 13 02:07:20 +0000 2019,215701,5608,4305,199668,"My name is Tayo and anytime I’m in NYSC Khaki, I make sure to wave to other corpers in Khaki.",Mon Jul 07 09:52:20 +0000 2025,65,918,en,93483,False,False,38,30,,[],,93483,65,False,True,4305,199668,[],"My name is Tayo and anytime I’m in NYSC Khaki, I make sure to wave to other corpers in Khaki."
38,Jonah.exe,,LAGOJU_,"Abuja, Nigeria",Wed Oct 25 02:01:34 +0000 2017,508,393,915,19269,"This may come as a shock but the ₦19,800 Corpers got better value for their money than the ₦33k Corpers.",Mon Jul 14 15:34:27 +0000 2025,1,2,en,103,False,False,0,1,,[],,103,1,False,True,915,19269,[],"This may come as a shock but the ₦19,800 Corpers got better value for their money than the ₦33k Corpers."
39,"Deeper Life Corpers' Fellowship, Kwara State",https://t.co/a2PLIxSZnj,DLKwaraCorpers,,Sat Jan 13 10:41:06 +0000 2024,116,43,273,508,"💃🎶 An Atmosphere of Praise. A Celebration of Love. ❤️🎷

This 20th of July, step into a worship experience like no other at Alma de Elogio — A Special Sunday Service + Annual Concert/Love Feast! https://t.co/4a8WDRTlC2",Wed Jul 16 20:07:24 +0000 2025,0,0,en,25,False,False,0,1,,[],False,25,0,False,False,273,508,[<Photo id=1945576008091901952>],"💃🎶 An Atmosphere of Praise. A Celebration of Love. ❤️🎷

This 20th of July, step into a worship experience like no other at Alma de Elogio — A Special Sunday Service + Annual Concert/Love Feast! https://t.co/4a8WDRTlC2"
40,Deeper Life Corpers Fellowship Gombe,https://t.co/6ULVkGbhGU,dlcfcorpergombe,"Gombe, Nigeria",Sun May 28 16:58:32 +0000 2023,106,23,957,1618,"Day 3 - Evening Session in the July 2025 #GCK, #GCKwithkumuyi, and #globalcrusadewithkumuyi. 
#DLCF 
#DLconversations https://t.co/3wwTtrJFhF",Sat Jul 26 19:13:36 +0000 2025,2,4,en,98,False,False,0,1,"<Place id=""01de9ba25276e740"" name=""Gombe"">","['GCK', 'GCKwithkumuyi', 'globalcrusadewithkumuyi', 'DLCF', 'DLconversations']",False,98,2,False,False,957,1618,"[<Photo id=1949186338852417536>, <Photo id=1949186339171102720>, <Photo id=1949186347417141248>, <Photo id=1949186353473695744>]","Day 3 - Evening Session in the July 2025 #GCK, #GCKwithkumuyi, and #globalcrusadewithkumuyi. 
#DLCF 
#DLconversations https://t.co/3wwTtrJFhF"
